"","ohi_rgn","species","rgn_typ","rgn_nam","probability","FAOarea"
"49702",50,"Epinephelus morrhua","eez","Saudi Arabia",0,NA
"49703",53,"Epinephelus morrhua","eez","Pakistan",0,NA
"49704",54,"Epinephelus morrhua","eez","United Arab Emirates",0,NA
"49705",102,"Epinephelus morrhua","eez","South Africa",0,NA
"49706",148,"Epinephelus morrhua","eez","Line Group",0,NA
"49707",149,"Epinephelus morrhua","eez","Jarvis Island",0,NA
"49708",150,"Epinephelus morrhua","eez","Palmyra Atoll",0,NA
"49709",151,"Epinephelus morrhua","eez","American Samoa",0,NA
"49710",152,"Epinephelus morrhua","eez","Samoa",0,NA
"49711",153,"Epinephelus morrhua","eez","Cook Islands",0,NA
"49712",154,"Epinephelus morrhua","eez","Niue",0,NA
"49713",155,"Epinephelus morrhua","eez","Tonga",0,NA
"49714",156,"Epinephelus morrhua","eez","Tokelau",0,NA
"49715",157,"Epinephelus morrhua","eez","Phoenix Group",0,NA
"49716",158,"Epinephelus morrhua","eez","Howland Island and Baker Island",0,NA
"49717",159,"Epinephelus morrhua","eez","Johnston Atoll",0,NA
"49718",161,"Epinephelus morrhua","eez","Wallis and Futuna",0,NA
"49719",162,"Epinephelus morrhua","eez","New Zealand",0,NA
"49720",163,"Epinephelus morrhua","eez","United States",0,NA
"49721",191,"Epinephelus morrhua","eez","Iran",0,NA
"49722",202,"Epinephelus morrhua","eez","Tanzania",0,NA
"49723",203,"Epinephelus morrhua","eez","India",0,NA
"49724",205,"Epinephelus morrhua","eez","Myanmar",0,NA
"49725",206,"Epinephelus morrhua","eez","Malaysia",0,NA
"49726",207,"Epinephelus morrhua","eez","Vietnam",0,NA
"49727",209,"Epinephelus morrhua","eez","China",0,NA
"49728",210,"Epinephelus morrhua","eez","Japan",0,NA
"49729",212,"Epinephelus morrhua","eez","Kiribati",0,NA
"49730",214,"Epinephelus morrhua","eez","Egypt",0,NA
"49731",216,"Epinephelus morrhua","eez","Indonesia",0,NA
"49732",231,"Epinephelus morrhua","eez","East Timor",0,NA
"49733",237,"Epinephelus morrhua","eez","Oecussi Ambeno",0,NA
"49734",247,"Epinephelus morrhua","eez","Brunei",0,NA
"49735",269,"Epinephelus morrhua","fao","Indian Ocean, Western",0,51
"49736",272,"Epinephelus morrhua","fao","Pacific, Northwest",0,61
"49737",274,"Epinephelus morrhua","fao","Pacific, Western Central",0,71
"49738",276,"Epinephelus morrhua","fao","Pacific, Southwest",0,81
"49739",108,"Epinephelus morio","eez","Bermuda",0.5,NA
"49740",110,"Epinephelus morio","eez","Bahamas",0.5,NA
"49741",111,"Epinephelus morio","eez","Turks and Caicos Islands",0.5,NA
"49742",112,"Epinephelus morio","eez","Cuba",0.5,NA
"49743",113,"Epinephelus morio","eez","Cayman Islands",0.5,NA
"49744",114,"Epinephelus morio","eez","Haiti",0.5,NA
"49745",115,"Epinephelus morio","eez","Dominican Republic",0.5,NA
"49746",116,"Epinephelus morio","eez","Puerto Rico and Virgin Islands of the United States",0.5,NA
"49747",117,"Epinephelus morio","eez","British Virgin Islands",0.5,NA
"49748",118,"Epinephelus morio","eez","Anguilla",0.5,NA
"49749",119,"Epinephelus morio","eez","Saint Kitts and Nevis",0.5,NA
"49750",120,"Epinephelus morio","eez","Antigua and Barbuda",0.5,NA
"49751",121,"Epinephelus morio","eez","Montserrat",0.5,NA
"49752",122,"Epinephelus morio","eez","Saint Lucia",0.5,NA
"49753",123,"Epinephelus morio","eez","Dominica",0.5,NA
"49754",124,"Epinephelus morio","eez","Barbados",0.5,NA
"49755",125,"Epinephelus morio","eez","Grenada",0.5,NA
"49756",126,"Epinephelus morio","eez","Trinidad and Tobago",0.5,NA
"49757",127,"Epinephelus morio","eez","Saint Vincent and the Grenadines",0.5,NA
"49758",129,"Epinephelus morio","eez","Panama",0.5,NA
"49759",130,"Epinephelus morio","eez","Costa Rica",0.5,NA
"49760",131,"Epinephelus morio","eez","Nicaragua",0.5,NA
"49761",132,"Epinephelus morio","eez","Colombia",0.5,NA
"49762",133,"Epinephelus morio","eez","Honduras",0.5,NA
"49763",135,"Epinephelus morio","eez","Mexico",0.5,NA
"49764",136,"Epinephelus morio","eez","Guatemala",0.5,NA
"49765",139,"Epinephelus morio","eez","Venezuela",0.5,NA
"49766",140,"Epinephelus morio","eez","Guadeloupe and Martinique",0.5,NA
"49767",163,"Epinephelus morio","eez","United States",0.5,NA
"49768",164,"Epinephelus morio","eez","Belize",0.5,NA
"49769",166,"Epinephelus morio","eez","Jamaica",0.5,NA
"49770",167,"Epinephelus morio","eez","Guyana",0.5,NA
"49771",168,"Epinephelus morio","eez","Suriname",0.5,NA
"49772",169,"Epinephelus morio","eez","French Guiana",0.5,NA
"49773",171,"Epinephelus morio","eez","Brazil",0.5,NA
"49774",221,"Epinephelus morio","eez","Northern Saint-Martin",0.5,NA
"49775",244,"Epinephelus morio","eez","Curaçao",0.5,NA
"49776",245,"Epinephelus morio","eez","Bonaire",0.5,NA
"49777",248,"Epinephelus morio","eez","Saba",0.5,NA
"49778",250,"Epinephelus morio","eez","Aruba",0.5,NA
"49779",266,"Epinephelus morio","fao","Atlantic, Southwest",0.5,41
"49780",108,"Epinephelus morio","eez","Bermuda",0,NA
"49781",110,"Epinephelus morio","eez","Bahamas",0,NA
"49782",111,"Epinephelus morio","eez","Turks and Caicos Islands",0,NA
"49783",112,"Epinephelus morio","eez","Cuba",0,NA
"49784",113,"Epinephelus morio","eez","Cayman Islands",0,NA
"49785",114,"Epinephelus morio","eez","Haiti",0,NA
"49786",115,"Epinephelus morio","eez","Dominican Republic",0,NA
"49787",116,"Epinephelus morio","eez","Puerto Rico and Virgin Islands of the United States",0,NA
"49788",117,"Epinephelus morio","eez","British Virgin Islands",0,NA
"49789",118,"Epinephelus morio","eez","Anguilla",0,NA
"49790",119,"Epinephelus morio","eez","Saint Kitts and Nevis",0,NA
"49791",120,"Epinephelus morio","eez","Antigua and Barbuda",0,NA
"49792",121,"Epinephelus morio","eez","Montserrat",0,NA
"49793",122,"Epinephelus morio","eez","Saint Lucia",0,NA
"49794",123,"Epinephelus morio","eez","Dominica",0,NA
"49795",124,"Epinephelus morio","eez","Barbados",0,NA
"49796",125,"Epinephelus morio","eez","Grenada",0,NA
"49797",126,"Epinephelus morio","eez","Trinidad and Tobago",0,NA
"49798",127,"Epinephelus morio","eez","Saint Vincent and the Grenadines",0,NA
"49799",129,"Epinephelus morio","eez","Panama",0,NA
"49800",130,"Epinephelus morio","eez","Costa Rica",0,NA
"49801",131,"Epinephelus morio","eez","Nicaragua",0,NA
"49802",132,"Epinephelus morio","eez","Colombia",0,NA
"49803",133,"Epinephelus morio","eez","Honduras",0,NA
"49804",135,"Epinephelus morio","eez","Mexico",0,NA
"49805",136,"Epinephelus morio","eez","Guatemala",0,NA
"49806",139,"Epinephelus morio","eez","Venezuela",0,NA
"49807",140,"Epinephelus morio","eez","Guadeloupe and Martinique",0,NA
"49808",163,"Epinephelus morio","eez","United States",0,NA
"49809",164,"Epinephelus morio","eez","Belize",0,NA
"49810",166,"Epinephelus morio","eez","Jamaica",0,NA
"49811",167,"Epinephelus morio","eez","Guyana",0,NA
"49812",168,"Epinephelus morio","eez","Suriname",0,NA
"49813",169,"Epinephelus morio","eez","French Guiana",0,NA
"49814",171,"Epinephelus morio","eez","Brazil",0,NA
"49815",221,"Epinephelus morio","eez","Northern Saint-Martin",0,NA
"49816",244,"Epinephelus morio","eez","Curaçao",0,NA
"49817",245,"Epinephelus morio","eez","Bonaire",0,NA
"49818",248,"Epinephelus morio","eez","Saba",0,NA
"49819",250,"Epinephelus morio","eez","Aruba",0,NA
"49820",266,"Epinephelus morio","fao","Atlantic, Southwest",0,41
"49821",1,"Epinephelus merra","eez","Cocos Islands",0.5,NA
"49822",2,"Epinephelus merra","eez","Christmas Island",0.5,NA
"49823",3,"Epinephelus merra","eez","Norfolk Island",0.5,NA
"49824",5,"Epinephelus merra","eez","New Caledonia",0.5,NA
"49825",6,"Epinephelus merra","eez","Vanuatu",0.5,NA
"49826",7,"Epinephelus merra","eez","Solomon Islands",0.5,NA
"49827",8,"Epinephelus merra","eez","Palau",0.5,NA
"49828",9,"Epinephelus merra","eez","Micronesia",0.5,NA
"49829",10,"Epinephelus merra","eez","Nauru",0.5,NA
"49830",11,"Epinephelus merra","eez","Marshall Islands",0.5,NA
"49831",12,"Epinephelus merra","eez","Wake Island",0.5,NA
"49832",13,"Epinephelus merra","eez","Northern Mariana Islands and Guam",0.5,NA
"49833",14,"Epinephelus merra","eez","Taiwan",0.5,NA
"49834",15,"Epinephelus merra","eez","Philippines",0.5,NA
"49835",16,"Epinephelus merra","eez","Australia",0.5,NA
"49836",17,"Epinephelus merra","eez","Papua New Guinea",0.5,NA
"49837",18,"Epinephelus merra","eez","Fiji",0.5,NA
"49838",19,"Epinephelus merra","eez","Tuvalu",0.5,NA
"49839",24,"Epinephelus merra","eez","Cambodia",0.5,NA
"49840",25,"Epinephelus merra","eez","Thailand",0.5,NA
"49841",26,"Epinephelus merra","eez","Andaman and Nicobar",0.5,NA
"49842",28,"Epinephelus merra","eez","Comoro Islands",0.5,NA
"49843",29,"Epinephelus merra","eez","Mayotte",0.5,NA
"49844",30,"Epinephelus merra","eez","Glorioso Islands",0.5,NA
"49845",31,"Epinephelus merra","eez","Seychelles",0.5,NA
"49846",32,"Epinephelus merra","eez","R_union",0.5,NA
"49847",33,"Epinephelus merra","eez","Juan de Nova Island",0.5,NA
"49848",34,"Epinephelus merra","eez","Bassas da India",0.5,NA
"49849",35,"Epinephelus merra","eez","Ile Europa",0.5,NA
"49850",36,"Epinephelus merra","eez","Ile Tromelin",0.5,NA
"49851",37,"Epinephelus merra","eez","Mauritius",0.5,NA
"49852",38,"Epinephelus merra","eez","British Indian Ocean Territory",0.5,NA
"49853",39,"Epinephelus merra","eez","Maldives",0.5,NA
"49854",40,"Epinephelus merra","eez","Sri Lanka",0.5,NA
"49855",41,"Epinephelus merra","eez","Mozambique",0.5,NA
"49856",42,"Epinephelus merra","eez","Madagascar",0.5,NA
"49857",43,"Epinephelus merra","eez","Kenya",0.5,NA
"49858",44,"Epinephelus merra","eez","Somalia",0.5,NA
"49859",46,"Epinephelus merra","eez","Djibouti",0.5,NA
"49860",47,"Epinephelus merra","eez","Yemen",0.5,NA
"49861",48,"Epinephelus merra","eez","Oman",0.5,NA
"49862",53,"Epinephelus merra","eez","Pakistan",0.5,NA
"49863",102,"Epinephelus merra","eez","South Africa",0.5,NA
"49864",146,"Epinephelus merra","eez","Pitcairn",0.5,NA
"49865",147,"Epinephelus merra","eez","French Polynesia",0.5,NA
"49866",148,"Epinephelus merra","eez","Line Group",0.5,NA
"49867",149,"Epinephelus merra","eez","Jarvis Island",0.5,NA
"49868",150,"Epinephelus merra","eez","Palmyra Atoll",0.5,NA
"49869",151,"Epinephelus merra","eez","American Samoa",0.5,NA
"49870",152,"Epinephelus merra","eez","Samoa",0.5,NA
"49871",153,"Epinephelus merra","eez","Cook Islands",0.5,NA
"49872",154,"Epinephelus merra","eez","Niue",0.5,NA
"49873",155,"Epinephelus merra","eez","Tonga",0.5,NA
"49874",156,"Epinephelus merra","eez","Tokelau",0.5,NA
"49875",157,"Epinephelus merra","eez","Phoenix Group",0.5,NA
"49876",158,"Epinephelus merra","eez","Howland Island and Baker Island",0.5,NA
"49877",159,"Epinephelus merra","eez","Johnston Atoll",0.5,NA
"49878",161,"Epinephelus merra","eez","Wallis and Futuna",0.5,NA
"49879",162,"Epinephelus merra","eez","New Zealand",0.5,NA
"49880",163,"Epinephelus merra","eez","United States",0.5,NA
"49881",202,"Epinephelus merra","eez","Tanzania",0.5,NA
"49882",203,"Epinephelus merra","eez","India",0.5,NA
"49883",205,"Epinephelus merra","eez","Myanmar",0.5,NA
"49884",206,"Epinephelus merra","eez","Malaysia",0.5,NA
"49885",207,"Epinephelus merra","eez","Vietnam",0.5,NA
"49886",209,"Epinephelus merra","eez","China",0.5,NA
"49887",210,"Epinephelus merra","eez","Japan",0.5,NA
"49888",212,"Epinephelus merra","eez","Kiribati",0.5,NA
"49889",216,"Epinephelus merra","eez","Indonesia",0.5,NA
"49890",231,"Epinephelus merra","eez","East Timor",0.5,NA
"49891",237,"Epinephelus merra","eez","Oecussi Ambeno",0.5,NA
"49892",247,"Epinephelus merra","eez","Brunei",0.5,NA
"49893",269,"Epinephelus merra","fao","Indian Ocean, Western",0.5,51
"49894",276,"Epinephelus merra","fao","Pacific, Southwest",0.5,81
"49895",1,"Epinephelus merra","eez","Cocos Islands",0,NA
"49896",2,"Epinephelus merra","eez","Christmas Island",0,NA
"49897",3,"Epinephelus merra","eez","Norfolk Island",0,NA
"49898",5,"Epinephelus merra","eez","New Caledonia",0,NA
"49899",6,"Epinephelus merra","eez","Vanuatu",0,NA
"49900",7,"Epinephelus merra","eez","Solomon Islands",0,NA
"49901",8,"Epinephelus merra","eez","Palau",0,NA
"49902",9,"Epinephelus merra","eez","Micronesia",0,NA
"49903",10,"Epinephelus merra","eez","Nauru",0,NA
"49904",11,"Epinephelus merra","eez","Marshall Islands",0,NA
"49905",12,"Epinephelus merra","eez","Wake Island",0,NA
"49906",13,"Epinephelus merra","eez","Northern Mariana Islands and Guam",0,NA
"49907",14,"Epinephelus merra","eez","Taiwan",0,NA
"49908",15,"Epinephelus merra","eez","Philippines",0,NA
"49909",16,"Epinephelus merra","eez","Australia",0,NA
"49910",17,"Epinephelus merra","eez","Papua New Guinea",0,NA
"49911",18,"Epinephelus merra","eez","Fiji",0,NA
"49912",19,"Epinephelus merra","eez","Tuvalu",0,NA
"49913",24,"Epinephelus merra","eez","Cambodia",0,NA
"49914",25,"Epinephelus merra","eez","Thailand",0,NA
"49915",26,"Epinephelus merra","eez","Andaman and Nicobar",0,NA
"49916",28,"Epinephelus merra","eez","Comoro Islands",0,NA
"49917",29,"Epinephelus merra","eez","Mayotte",0,NA
"49918",30,"Epinephelus merra","eez","Glorioso Islands",0,NA
"49919",31,"Epinephelus merra","eez","Seychelles",0,NA
"49920",32,"Epinephelus merra","eez","R_union",0,NA
"49921",33,"Epinephelus merra","eez","Juan de Nova Island",0,NA
"49922",34,"Epinephelus merra","eez","Bassas da India",0,NA
"49923",35,"Epinephelus merra","eez","Ile Europa",0,NA
"49924",36,"Epinephelus merra","eez","Ile Tromelin",0,NA
"49925",37,"Epinephelus merra","eez","Mauritius",0,NA
"49926",38,"Epinephelus merra","eez","British Indian Ocean Territory",0,NA
"49927",39,"Epinephelus merra","eez","Maldives",0,NA
"49928",40,"Epinephelus merra","eez","Sri Lanka",0,NA
"49929",41,"Epinephelus merra","eez","Mozambique",0,NA
"49930",42,"Epinephelus merra","eez","Madagascar",0,NA
"49931",43,"Epinephelus merra","eez","Kenya",0,NA
"49932",44,"Epinephelus merra","eez","Somalia",0,NA
"49933",46,"Epinephelus merra","eez","Djibouti",0,NA
"49934",47,"Epinephelus merra","eez","Yemen",0,NA
"49935",48,"Epinephelus merra","eez","Oman",0,NA
"49936",53,"Epinephelus merra","eez","Pakistan",0,NA
"49937",102,"Epinephelus merra","eez","South Africa",0,NA
"49938",146,"Epinephelus merra","eez","Pitcairn",0,NA
"49939",147,"Epinephelus merra","eez","French Polynesia",0,NA
"49940",148,"Epinephelus merra","eez","Line Group",0,NA
"49941",149,"Epinephelus merra","eez","Jarvis Island",0,NA
"49942",150,"Epinephelus merra","eez","Palmyra Atoll",0,NA
"49943",151,"Epinephelus merra","eez","American Samoa",0,NA
"49944",152,"Epinephelus merra","eez","Samoa",0,NA
"49945",153,"Epinephelus merra","eez","Cook Islands",0,NA
"49946",154,"Epinephelus merra","eez","Niue",0,NA
"49947",155,"Epinephelus merra","eez","Tonga",0,NA
"49948",156,"Epinephelus merra","eez","Tokelau",0,NA
"49949",157,"Epinephelus merra","eez","Phoenix Group",0,NA
"49950",158,"Epinephelus merra","eez","Howland Island and Baker Island",0,NA
"49951",159,"Epinephelus merra","eez","Johnston Atoll",0,NA
"49952",161,"Epinephelus merra","eez","Wallis and Futuna",0,NA
"49953",162,"Epinephelus merra","eez","New Zealand",0,NA
"49954",163,"Epinephelus merra","eez","United States",0,NA
"49955",202,"Epinephelus merra","eez","Tanzania",0,NA
"49956",203,"Epinephelus merra","eez","India",0,NA
"49957",205,"Epinephelus merra","eez","Myanmar",0,NA
"49958",206,"Epinephelus merra","eez","Malaysia",0,NA
"49959",207,"Epinephelus merra","eez","Vietnam",0,NA
"49960",209,"Epinephelus merra","eez","China",0,NA
"49961",210,"Epinephelus merra","eez","Japan",0,NA
"49962",212,"Epinephelus merra","eez","Kiribati",0,NA
"49963",216,"Epinephelus merra","eez","Indonesia",0,NA
"49964",231,"Epinephelus merra","eez","East Timor",0,NA
"49965",237,"Epinephelus merra","eez","Oecussi Ambeno",0,NA
"49966",247,"Epinephelus merra","eez","Brunei",0,NA
"49967",269,"Epinephelus merra","fao","Indian Ocean, Western",0,51
"49968",276,"Epinephelus merra","fao","Pacific, Southwest",0,81
"49969",28,"Epinephelus marginatus","eez","Comoro Islands",0.5,NA
"49970",29,"Epinephelus marginatus","eez","Mayotte",0.5,NA
"49971",30,"Epinephelus marginatus","eez","Glorioso Islands",0.5,NA
"49972",31,"Epinephelus marginatus","eez","Seychelles",0.5,NA
"49973",32,"Epinephelus marginatus","eez","R_union",0.5,NA
"49974",33,"Epinephelus marginatus","eez","Juan de Nova Island",0.5,NA
"49975",34,"Epinephelus marginatus","eez","Bassas da India",0.5,NA
"49976",35,"Epinephelus marginatus","eez","Ile Europa",0.5,NA
"49977",36,"Epinephelus marginatus","eez","Ile Tromelin",0.5,NA
"49978",37,"Epinephelus marginatus","eez","Mauritius",0.5,NA
"49979",41,"Epinephelus marginatus","eez","Mozambique",0.5,NA
"49980",42,"Epinephelus marginatus","eez","Madagascar",0.5,NA
"49981",43,"Epinephelus marginatus","eez","Kenya",0.5,NA
"49982",44,"Epinephelus marginatus","eez","Somalia",0.5,NA
"49983",47,"Epinephelus marginatus","eez","Yemen",0.5,NA
"49984",48,"Epinephelus marginatus","eez","Oman",0.5,NA
"49985",50,"Epinephelus marginatus","eez","Saudi Arabia",0.5,NA
"49986",51,"Epinephelus marginatus","eez","Kuwait",0.5,NA
"49987",54,"Epinephelus marginatus","eez","United Arab Emirates",0.5,NA
"49988",55,"Epinephelus marginatus","eez","Azores",0.5,NA
"49989",56,"Epinephelus marginatus","eez","Cape Verde",0.5,NA
"49990",57,"Epinephelus marginatus","eez","Madeira",0.5,NA
"49991",58,"Epinephelus marginatus","eez","Canary Islands",0.5,NA
"49992",61,"Epinephelus marginatus","eez","Tunisia",0.5,NA
"49993",62,"Epinephelus marginatus","eez","Morocco",0.5,NA
"49994",63,"Epinephelus marginatus","eez","Western Sahara",0.5,NA
"49995",64,"Epinephelus marginatus","eez","Mauritania",0.5,NA
"49996",65,"Epinephelus marginatus","eez","Gambia",0.5,NA
"49997",66,"Epinephelus marginatus","eez","Senegal",0.5,NA
"49998",67,"Epinephelus marginatus","eez","Libya",0.5,NA
"49999",68,"Epinephelus marginatus","eez","Malta",0.5,NA
"50000",76,"Epinephelus marginatus","eez","Turkey",0.5,NA
"50001",77,"Epinephelus marginatus","eez","Syria",0.5,NA
"50002",78,"Epinephelus marginatus","eez","Lebanon",0.5,NA
"50003",79,"Epinephelus marginatus","eez","Israel",0.5,NA
"50004",80,"Epinephelus marginatus","eez","Greece",0.5,NA
"50005",81,"Epinephelus marginatus","eez","Cyprus",0.5,NA
"50006",82,"Epinephelus marginatus","eez","Albania",0.5,NA
"50007",84,"Epinephelus marginatus","eez","Algeria",0.5,NA
"50008",85,"Epinephelus marginatus","eez","Ascension",0.5,NA
"50009",86,"Epinephelus marginatus","eez","Saint Helena",0.5,NA
"50010",88,"Epinephelus marginatus","eez","Tristan da Cunha",0.5,NA
"50011",96,"Epinephelus marginatus","eez","Sierra Leone",0.5,NA
"50012",97,"Epinephelus marginatus","eez","Liberia",0.5,NA
"50013",98,"Epinephelus marginatus","eez","Togo",0.5,NA
"50014",99,"Epinephelus marginatus","eez","Benin",0.5,NA
"50015",100,"Epinephelus marginatus","eez","R_publique du Congo",0.5,NA
"50016",101,"Epinephelus marginatus","eez","Namibia",0.5,NA
"50017",102,"Epinephelus marginatus","eez","South Africa",0.5,NA
"50018",103,"Epinephelus marginatus","eez","Sao Tome and Principe",0.5,NA
"50019",104,"Epinephelus marginatus","eez","Equatorial Guinea",0.5,NA
"50020",106,"Epinephelus marginatus","eez","Ghana",0.5,NA
"50021",169,"Epinephelus marginatus","eez","French Guiana",0.5,NA
"50022",171,"Epinephelus marginatus","eez","Brazil",0.5,NA
"50023",172,"Epinephelus marginatus","eez","Argentina",0.5,NA
"50024",173,"Epinephelus marginatus","eez","Uruguay",0.5,NA
"50025",179,"Epinephelus marginatus","eez","France",0.5,NA
"50026",180,"Epinephelus marginatus","eez","United Kingdom",0.5,NA
"50027",181,"Epinephelus marginatus","eez","Ireland",0.5,NA
"50028",182,"Epinephelus marginatus","eez","Spain",0.5,NA
"50029",183,"Epinephelus marginatus","eez","Portugal",0.5,NA
"50030",184,"Epinephelus marginatus","eez","Italy",0.5,NA
"50031",186,"Epinephelus marginatus","eez","Montenegro",0.5,NA
"50032",187,"Epinephelus marginatus","eez","Croatia",0.5,NA
"50033",188,"Epinephelus marginatus","eez","Slovenia",0.5,NA
"50034",191,"Epinephelus marginatus","eez","Iran",0.5,NA
"50035",193,"Epinephelus marginatus","eez","Guinea Bissau",0.5,NA
"50036",194,"Epinephelus marginatus","eez","Guinea",0.5,NA
"50037",195,"Epinephelus marginatus","eez","Ivory Coast",0.5,NA
"50038",196,"Epinephelus marginatus","eez","Nigeria",0.5,NA
"50039",197,"Epinephelus marginatus","eez","Cameroon",0.5,NA
"50040",198,"Epinephelus marginatus","eez","Gabon",0.5,NA
"50041",199,"Epinephelus marginatus","eez","Democratic Republic of the Congo",0.5,NA
"50042",200,"Epinephelus marginatus","eez","Angola",0.5,NA
"50043",202,"Epinephelus marginatus","eez","Tanzania",0.5,NA
"50044",214,"Epinephelus marginatus","eez","Egypt",0.5,NA
"50045",262,"Epinephelus marginatus","fao","Atlantic, Northeast",0.5,27
"50046",264,"Epinephelus marginatus","fao","Atlantic, Eastern Central",0.5,34
"50047",267,"Epinephelus marginatus","fao","Atlantic, Southeast",0.5,47
"50048",269,"Epinephelus marginatus","fao","Indian Ocean, Western",0.5,51
"50049",28,"Epinephelus marginatus","eez","Comoro Islands",0,NA
"50050",29,"Epinephelus marginatus","eez","Mayotte",0,NA
"50051",30,"Epinephelus marginatus","eez","Glorioso Islands",0,NA
"50052",31,"Epinephelus marginatus","eez","Seychelles",0,NA
"50053",32,"Epinephelus marginatus","eez","R_union",0,NA
"50054",33,"Epinephelus marginatus","eez","Juan de Nova Island",0,NA
"50055",34,"Epinephelus marginatus","eez","Bassas da India",0,NA
"50056",35,"Epinephelus marginatus","eez","Ile Europa",0,NA
"50057",36,"Epinephelus marginatus","eez","Ile Tromelin",0,NA
"50058",37,"Epinephelus marginatus","eez","Mauritius",0,NA
"50059",41,"Epinephelus marginatus","eez","Mozambique",0,NA
"50060",42,"Epinephelus marginatus","eez","Madagascar",0,NA
"50061",43,"Epinephelus marginatus","eez","Kenya",0,NA
"50062",44,"Epinephelus marginatus","eez","Somalia",0,NA
"50063",47,"Epinephelus marginatus","eez","Yemen",0,NA
"50064",48,"Epinephelus marginatus","eez","Oman",0,NA
"50065",50,"Epinephelus marginatus","eez","Saudi Arabia",0,NA
"50066",51,"Epinephelus marginatus","eez","Kuwait",0,NA
"50067",54,"Epinephelus marginatus","eez","United Arab Emirates",0,NA
"50068",55,"Epinephelus marginatus","eez","Azores",0,NA
"50069",56,"Epinephelus marginatus","eez","Cape Verde",0,NA
"50070",57,"Epinephelus marginatus","eez","Madeira",0,NA
"50071",58,"Epinephelus marginatus","eez","Canary Islands",0,NA
"50072",61,"Epinephelus marginatus","eez","Tunisia",0,NA
"50073",62,"Epinephelus marginatus","eez","Morocco",0,NA
"50074",63,"Epinephelus marginatus","eez","Western Sahara",0,NA
"50075",64,"Epinephelus marginatus","eez","Mauritania",0,NA
"50076",65,"Epinephelus marginatus","eez","Gambia",0,NA
"50077",66,"Epinephelus marginatus","eez","Senegal",0,NA
"50078",67,"Epinephelus marginatus","eez","Libya",0,NA
"50079",68,"Epinephelus marginatus","eez","Malta",0,NA
"50080",76,"Epinephelus marginatus","eez","Turkey",0,NA
"50081",77,"Epinephelus marginatus","eez","Syria",0,NA
"50082",78,"Epinephelus marginatus","eez","Lebanon",0,NA
"50083",79,"Epinephelus marginatus","eez","Israel",0,NA
"50084",80,"Epinephelus marginatus","eez","Greece",0,NA
"50085",81,"Epinephelus marginatus","eez","Cyprus",0,NA
"50086",82,"Epinephelus marginatus","eez","Albania",0,NA
"50087",84,"Epinephelus marginatus","eez","Algeria",0,NA
"50088",85,"Epinephelus marginatus","eez","Ascension",0,NA
"50089",86,"Epinephelus marginatus","eez","Saint Helena",0,NA
"50090",88,"Epinephelus marginatus","eez","Tristan da Cunha",0,NA
"50091",96,"Epinephelus marginatus","eez","Sierra Leone",0,NA
"50092",97,"Epinephelus marginatus","eez","Liberia",0,NA
"50093",98,"Epinephelus marginatus","eez","Togo",0,NA
"50094",99,"Epinephelus marginatus","eez","Benin",0,NA
"50095",100,"Epinephelus marginatus","eez","R_publique du Congo",0,NA
"50096",101,"Epinephelus marginatus","eez","Namibia",0,NA
"50097",102,"Epinephelus marginatus","eez","South Africa",0,NA
"50098",103,"Epinephelus marginatus","eez","Sao Tome and Principe",0,NA
"50099",104,"Epinephelus marginatus","eez","Equatorial Guinea",0,NA
"50100",106,"Epinephelus marginatus","eez","Ghana",0,NA
"50101",169,"Epinephelus marginatus","eez","French Guiana",0,NA
"50102",171,"Epinephelus marginatus","eez","Brazil",0,NA
"50103",172,"Epinephelus marginatus","eez","Argentina",0,NA
"50104",173,"Epinephelus marginatus","eez","Uruguay",0,NA
"50105",179,"Epinephelus marginatus","eez","France",0,NA
"50106",180,"Epinephelus marginatus","eez","United Kingdom",0,NA
"50107",181,"Epinephelus marginatus","eez","Ireland",0,NA
"50108",182,"Epinephelus marginatus","eez","Spain",0,NA
"50109",183,"Epinephelus marginatus","eez","Portugal",0,NA
"50110",184,"Epinephelus marginatus","eez","Italy",0,NA
"50111",186,"Epinephelus marginatus","eez","Montenegro",0,NA
"50112",187,"Epinephelus marginatus","eez","Croatia",0,NA
"50113",188,"Epinephelus marginatus","eez","Slovenia",0,NA
"50114",191,"Epinephelus marginatus","eez","Iran",0,NA
"50115",193,"Epinephelus marginatus","eez","Guinea Bissau",0,NA
"50116",194,"Epinephelus marginatus","eez","Guinea",0,NA
"50117",195,"Epinephelus marginatus","eez","Ivory Coast",0,NA
"50118",196,"Epinephelus marginatus","eez","Nigeria",0,NA
"50119",197,"Epinephelus marginatus","eez","Cameroon",0,NA
"50120",198,"Epinephelus marginatus","eez","Gabon",0,NA
"50121",199,"Epinephelus marginatus","eez","Democratic Republic of the Congo",0,NA
"50122",200,"Epinephelus marginatus","eez","Angola",0,NA
"50123",202,"Epinephelus marginatus","eez","Tanzania",0,NA
"50124",214,"Epinephelus marginatus","eez","Egypt",0,NA
"50125",262,"Epinephelus marginatus","fao","Atlantic, Northeast",0,27
"50126",264,"Epinephelus marginatus","fao","Atlantic, Eastern Central",0,34
"50127",267,"Epinephelus marginatus","fao","Atlantic, Southeast",0,47
"50128",269,"Epinephelus marginatus","fao","Indian Ocean, Western",0,51
"50129",65,"Epinephelus goreensis","eez","Gambia",0.5,NA
"50130",66,"Epinephelus goreensis","eez","Senegal",0.5,NA
"50131",96,"Epinephelus goreensis","eez","Sierra Leone",0.5,NA
